季節,詳細季節,親季語,親季語よみがな,子季語,文字数,表示用子季語,季語の説明,分類
aki,三秋,月,つき,月の夜,3,,単に「月」といえば秋の季語。大気が澄み渡る秋の月は四季の中で最も美しく、日本人の美意識の中心をなす最重要季語。,天文
aki,三秋,月,つき,月光,2,,単に「月」といえば秋の季語。大気が澄み渡る秋の月は四季の中で最も美しく、日本人の美意識の中心をなす最重要季語。,天文
aki,三秋,月,つき,月明,2,,単に「月」といえば秋の季語。大気が澄み渡る秋の月は四季の中で最も美しく、日本人の美意識の中心をなす最重要季語。,天文
aki,三秋,月,つき,月影,2,,単に「月」といえば秋の季語。大気が澄み渡る秋の月は四季の中で最も美しく、日本人の美意識の中心をなす最重要季語。,天文
aki,三秋,月,つき,月下,2,,単に「月」といえば秋の季語。大気が澄み渡る秋の月は四季の中で最も美しく、日本人の美意識の中心をなす最重要季語。,天文
aki,三秋,月,つき,上弦,2,,単に「月」といえば秋の季語。大気が澄み渡る秋の月は四季の中で最も美しく、日本人の美意識の中心をなす最重要季語。,天文
aki,三秋,月,つき,下弦,2,,単に「月」といえば秋の季語。大気が澄み渡る秋の月は四季の中で最も美しく、日本人の美意識の中心をなす最重要季語。,天文
aki,三秋,月,つき,弓張月,3,,単に「月」といえば秋の季語。大気が澄み渡る秋の月は四季の中で最も美しく、日本人の美意識の中心をなす最重要季語。,天文
aki,三秋,月,つき,半月,2,,単に「月」といえば秋の季語。大気が澄み渡る秋の月は四季の中で最も美しく、日本人の美意識の中心をなす最重要季語。,天文
aki,三秋,月,つき,有明月,3,,単に「月」といえば秋の季語。大気が澄み渡る秋の月は四季の中で最も美しく、日本人の美意識の中心をなす最重要季語。,天文
aki,三秋,月代,つきしろ,月代,2,月白,月が東の空に昇るのを前に、空がだんだん明るく白んでいく様子をいう。特に十五夜の月の出を待つ月見客たちの待ち焦がれる思いを表している。,天文
aki,三秋,月代,つきしろ,月白,2,,月が東の空に昇るのを前に、空がだんだん明るく白んでいく様子をいう。特に十五夜の月の出を待つ月見客たちの待ち焦がれる思いを表している。,天文
aki,三秋,露,つゆ,露,1,白露、朝露、夕露、夜露、初露、上露、下露、露の玉、露葎、露の秋、露の宿、露の袖、袖の露、芋の露、露の世、露の身、露けし,夜間の冷え込みによって、草木の葉や花に結露する水滴。朝日にキラキラと輝く美しさと、儚く消えゆく命の象徴。,天文
aki,三秋,露,つゆ,露の秋,3,,夜間の冷え込みによって、草木の葉や花に結露する水滴。朝日にキラキラと輝く美しさと、儚く消えゆく命の象徴。,天文
aki,三秋,露,つゆ,白露,2,,夜間の冷え込みによって、草木の葉や花に結露する水滴。朝日にキラキラと輝く美しさと、儚く消えゆく命の象徴。,天文
aki,三秋,露,つゆ,朝露,2,,夜間の冷え込みによって、草木の葉や花に結露する水滴。朝日にキラキラと輝く美しさと、儚く消えゆく命の象徴。,天文
aki,三秋,露,つゆ,夕露,2,,夜間の冷え込みによって、草木の葉や花に結露する水滴。朝日にキラキラと輝く美しさと、儚く消えゆく命の象徴。,天文
aki,三秋,露,つゆ,夜露,2,,夜間の冷え込みによって、草木の葉や花に結露する水滴。朝日にキラキラと輝く美しさと、儚く消えゆく命の象徴。,天文
aki,三秋,露,つゆ,初露,2,,夜間の冷え込みによって、草木の葉や花に結露する水滴。朝日にキラキラと輝く美しさと、儚く消えゆく命の象徴。,天文
aki,三秋,露,つゆ,露の玉,3,,夜間の冷え込みによって、草木の葉や花に結露する水滴。朝日にキラキラと輝く美しさと、儚く消えゆく命の象徴。,天文
aki,三秋,露,つゆ,露葎,2,,夜間の冷え込みによって、草木の葉や花に結露する水滴。朝日にキラキラと輝く美しさと、儚く消えゆく命の象徴。,天文
aki,三秋,露,つゆ,露の宿,3,,夜間の冷え込みによって、草木の葉や花に結露する水滴。朝日にキラキラと輝く美しさと、儚く消えゆく命の象徴。,天文
aki,三秋,露,つゆ,露の袖,3,,夜間の冷え込みによって、草木の葉や花に結露する水滴。朝日にキラキラと輝く美しさと、儚く消えゆく命の象徴。,天文
aki,三秋,露,つゆ,袖の露,3,,夜間の冷え込みによって、草木の葉や花に結露する水滴。朝日にキラキラと輝く美しさと、儚く消えゆく命の象徴。,天文
aki,三秋,露,つゆ,芋の露,3,,夜間の冷え込みによって、草木の葉や花に結露する水滴。朝日にキラキラと輝く美しさと、儚く消えゆく命の象徴。,天文
aki,三秋,露,つゆ,露の世,3,,夜間の冷え込みによって、草木の葉や花に結露する水滴。朝日にキラキラと輝く美しさと、儚く消えゆく命の象徴。,天文
aki,三秋,露,つゆ,露の身,3,,夜間の冷え込みによって、草木の葉や花に結露する水滴。朝日にキラキラと輝く美しさと、儚く消えゆく命の象徴。,天文
aki,三秋,露,つゆ,露けさ,3,,夜間の冷え込みによって、草木の葉や花に結露する水滴。朝日にキラキラと輝く美しさと、儚く消えゆく命の象徴。,天文
aki,三秋,露,つゆ,露けし,3,,夜間の冷え込みによって、草木の葉や花に結露する水滴。朝日にキラキラと輝く美しさと、儚く消えゆく命の象徴。,天文
aki,三秋,露,つゆ,つゆけし,4,,夜間の冷え込みによって、草木の葉や花に結露する水滴。朝日にキラキラと輝く美しさと、儚く消えゆく命の象徴。,天文
aki,三秋,釣瓶落し,つるべおとし,釣瓶落し,4,,秋の日は暮れるのが極めて早いことのたとえ。井戸の釣瓶が底へ一気に落ちるように、あっという間に日没を迎える情景。,天文
aki,三秋,釣瓶落し,つるべおとし,つるべおとし,6,,秋の日は暮れるのが極めて早いことのたとえ。井戸の釣瓶が底へ一気に落ちるように、あっという間に日没を迎える情景。,天文
aki,三秋,流れ星,ながれぼし,流れ星,3,流星、夜這星、星流る、星飛ぶ,宇宙の塵が大気中に入り込んで摩擦熱で発光するもの。人工の光のない高原などでは、降るように次々に星が流れる。,天文
aki,三秋,流れ星,ながれぼし,流星,2,,宇宙の塵が大気中に入り込んで摩擦熱で発光するもの。人工の光のない高原などでは、降るように次々に星が流れる。,天文
aki,三秋,流れ星,ながれぼし,夜這星,3,,宇宙の塵が大気中に入り込んで摩擦熱で発光するもの。人工の光のない高原などでは、降るように次々に星が流れる。,天文
aki,三秋,流れ星,ながれぼし,星流る,3,,宇宙の塵が大気中に入り込んで摩擦熱で発光するもの。人工の光のない高原などでは、降るように次々に星が流れる。,天文
aki,三秋,流れ星,ながれぼし,星飛ぶ,3,,宇宙の塵が大気中に入り込んで摩擦熱で発光するもの。人工の光のない高原などでは、降るように次々に星が流れる。,天文
aki,三秋,流れ星,ながれぼし,星飛,2,,宇宙の塵が大気中に入り込んで摩擦熱で発光するもの。人工の光のない高原などでは、降るように次々に星が流れる。,天文
aki,三秋,流れ星,ながれぼし,ながれ星,4,,宇宙の塵が大気中に入り込んで摩擦熱で発光するもの。人工の光のない高原などでは、降るように次々に星が流れる。,天文
aki,三秋,上り月,のぼりづき,上り月,3,上弦の月,新月（朔）を過ぎて満月に向かって満ちていく半月（上弦の月）。夕方の南西の空に高く昇り、宵を照らす月。,天文
aki,三秋,上り月,のぼりづき,のぼりづき,5,,新月（朔）を過ぎて満月に向かって満ちていく半月（上弦の月）。夕方の南西の空に高く昇り、宵を照らす月。,天文
aki,三秋,上り月,のぼりづき,上弦の月,4,,新月（朔）を過ぎて満月に向かって満ちていく半月（上弦の月）。夕方の南西の空に高く昇り、宵を照らす月。,天文
aki,三秋,星月夜,ほしづきよ,星月夜,3,ほしづくよ、星明り,月のない星明りにだけの夜空を言う。月が出ているように明るい星空である。,天文
aki,三秋,星月夜,ほしづきよ,ほしづくよ,5,,月のない星明りにだけの夜空を言う。月が出ているように明るい星空である。,天文
aki,三秋,星月夜,ほしづきよ,星明り,3,,月のない星明りにだけの夜空を言う。月が出ているように明るい星空である。,天文
aki,三秋,秋の池,あきのいけ,秋の池,3,,庭の楓紅葉などが映った池をいうのだろう。山からのすんだ水が秋の池に落ち、すんだ水が秋の池から流れ出る。,地理
aki,三秋,秋の海,あきのうみ,秋の海,3,,夏の賑わいが去り、静寂と青さを取り戻した秋の海。寄せる白波の音と、澄んだ水平線に漂う哀愁と安らぎ。,地理
aki,三秋,秋の狩場,あきのかりば,秋の狩場,4,,秋、草が枯れ始めて視界の開けた野山で、鳥や鹿・猪などの狩猟を行う狩場。秋風が渡る荒涼とした野の広がり。,地理
aki,三秋,秋の狩場,あきのかりば,あきのかりば,6,,秋、草が枯れ始めて視界の開けた野山で、鳥や鹿・猪などの狩猟を行う狩場。秋風が渡る荒涼とした野の広がり。,地理
aki,三秋,秋の川,あきのかわ,秋の川,3,秋川/秋江/秋の江,水量が落ち着き、底の小石まで透き通って見える秋の清流。落ち葉を浮かべて静かに流れる水辺の澄明な美しさ。,地理
aki,三秋,秋の川,あきのかわ,秋川,2,,水量が落ち着き、底の小石まで透き通って見える秋の清流。落ち葉を浮かべて静かに流れる水辺の澄明な美しさ。,地理
